,sofifa_id,short_name,preferred_foot,overall,player_positions,weak_foot,skill_moves,work_rate,body_type,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
9465,242692,K. Nakamura,Right,66,"LM, ST, CM",4,3,High/Medium,Normal (170-185),74.0,61.0,61.0,67.0,47.0,68.0,57,62,58,64,57,68,59,65,63,66,73,74,67,64,66,65,67,76,69,61,57,41,63,57,45,59,44,50,48,14,12,8,10,8,
9466,242703,J. Marcinkowski,Right,66,GK,2,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,11,7,15,46,8,15,12,13,36,25,21,24,23,59,45,51,61,40,68,7,43,11,6,36,18,52,12,13,14,67,63,68,66,66,22.0
9467,242708,M. Adams,Right,66,"CDM, CM",3,2,Medium/High,Normal (170-),64.0,48.0,53.0,64.0,67.0,69.0,38,48,56,65,46,61,42,39,60,66,59,68,71,65,74,54,68,65,67,46,78,64,34,47,48,56,70,68,69,7,7,14,13,9,
9468,242716,C. Baird,Right,66,"ST, LM, LW",4,2,High/Medium,Normal (170-185),77.0,64.0,55.0,65.0,32.0,68.0,53,67,66,60,56,65,60,55,36,64,76,78,69,64,66,68,64,68,69,57,67,24,66,59,61,61,34,29,21,5,14,10,8,13,
9469,242769,S. Vines,Left,66,LB,2,2,High/Medium,Lean (170-185),71.0,33.0,54.0,63.0,63.0,68.0,52,34,48,62,34,60,48,37,55,62,73,70,75,62,73,32,66,75,67,30,61,57,44,48,36,66,65,69,66,9,11,11,8,8,
9470,242907,B. Reynolds,Right,66,"RWB, RB",3,2,Medium/Medium,Lean (185+),70.0,47.0,59.0,60.0,62.0,63.0,68,47,58,62,39,60,47,24,51,60,69,71,64,67,53,49,63,72,63,42,52,62,50,62,54,53,62,65,56,14,13,9,7,13,
9471,243156,Álvaro García,Left,66,CB,3,2,Medium/Medium,Lean (170-185),65.0,52.0,59.0,61.0,66.0,68.0,45,45,65,70,40,60,50,40,66,62,66,64,62,64,60,65,60,66,69,55,70,66,60,55,50,63,65,68,64,10,8,5,6,12,
9472,243210,A. Abeid,Left,66,"LWB, LB",3,2,High/Medium,Normal (170-185),72.0,42.0,54.0,62.0,60.0,73.0,57,40,60,62,33,58,47,42,51,65,75,69,71,62,73,46,66,86,74,44,55,61,40,42,40,55,56,63,62,7,13,5,7,10,
9473,243312,Pablo Martínez,Right,66,"LM, CAM, CM",3,2,High/Medium,Normal (170-185),66.0,56.0,67.0,64.0,58.0,60.0,60,54,56,72,47,63,56,58,71,67,63,69,62,62,67,61,65,70,59,57,49,56,63,65,58,62,55,62,58,7,12,7,13,10,
9474,243386,D. Valencia,Right,66,"ST, RW, LW",3,2,Medium/Medium,Lean (170-185),70.0,61.0,57.0,69.0,26.0,66.0,59,61,68,65,44,70,26,25,60,72,71,70,68,66,68,66,72,72,66,57,56,17,70,54,56,57,31,16,15,13,5,11,13,6,
9475,243393,T. Richards,Left,66,"CAM, CM",3,3,High/Medium,Normal (170-185),73.0,62.0,63.0,68.0,51.0,66.0,57,61,42,66,56,68,55,52,64,66,72,74,74,61,68,65,53,73,67,63,56,50,63,66,64,68,53,54,49,13,10,13,9,12,
9476,243442,E. Aiwu,Right,66,"CB, CDM",3,2,Low/Medium,Normal (170-185),70.0,42.0,54.0,55.0,65.0,75.0,50,38,66,64,34,48,30,31,59,58,68,72,69,64,63,55,77,80,74,39,70,61,44,48,34,58,60,70,68,9,14,13,14,7,
9477,243514,J. Meier,Left,66,"LB, LM",3,2,Medium/Medium,Lean (170-185),73.0,44.0,59.0,62.0,61.0,64.0,65,49,52,62,38,62,51,39,57,62,72,74,68,60,67,39,60,71,63,37,59,59,56,54,33,47,62,65,63,6,10,10,15,14,
9478,243519,V. Burgoa,Left,66,"CAM, LM",3,3,High/Medium,Lean (170-185),78.0,55.0,59.0,72.0,54.0,60.0,48,48,49,64,49,71,53,48,56,72,80,76,80,62,78,69,57,63,57,56,64,49,63,70,55,65,59,57,48,13,6,14,9,13,
9479,243525,R. Ljubicic,Left,66,"CM, LWB, CDM",4,3,Medium/High,Lean (170-185),58.0,57.0,65.0,68.0,61.0,68.0,59,56,59,69,44,67,57,61,64,69,63,54,67,63,71,64,66,72,66,60,70,69,57,67,39,65,56,63,59,7,14,11,10,10,
9480,243556,Andújar,Right,66,CB,3,2,Medium/Medium,Normal (185+),57.0,34.0,50.0,55.0,64.0,75.0,56,32,70,64,28,50,29,18,61,61,61,53,58,52,54,56,69,64,82,19,71,60,32,23,33,60,63,68,60,12,5,6,7,15,
9481,243612,D. Sanderson,Right,66,"CB, RB",3,2,Medium/Medium,Lean (185+),74.0,40.0,51.0,58.0,66.0,71.0,56,39,60,55,35,56,38,32,49,58,71,77,66,60,53,45,68,65,78,38,64,67,51,48,32,53,67,67,65,7,9,6,10,7,
9482,243641,L. Adžić,Right,66,LW,4,3,Medium/Low,Normal (170-185),74.0,63.0,63.0,69.0,33.0,60.0,62,61,56,63,63,72,66,64,60,69,73,75,68,60,64,64,72,61,63,66,47,35,63,63,61,64,33,24,31,11,7,8,13,9,
9483,243735,A. Spahić,Right,66,GK,3,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,11,7,12,40,6,15,16,12,35,25,30,33,25,57,28,47,45,25,50,6,34,10,8,40,18,25,11,10,13,65,64,62,69,68,31.0
9484,243841,S. Pittman,Right,66,"CAM, CM",3,3,High/High,Normal (170-185),73.0,67.0,62.0,67.0,58.0,68.0,51,67,64,65,53,66,64,60,64,68,72,73,70,65,73,68,65,91,59,68,60,55,65,64,66,62,57,60,57,9,6,13,7,5,
9485,243856,A. Mabaso,Right,66,"RB, CDM, RM",5,2,High/High,Normal (170-185),69.0,42.0,64.0,57.0,65.0,64.0,63,40,56,73,40,54,45,48,69,53,67,70,62,63,73,50,66,59,65,35,65,59,56,55,50,69,67,70,65,5,12,10,7,12,
9486,243904,I. Pherai,Right,66,"LM, CAM",3,3,Medium/Medium,Normal (170-185),75.0,51.0,61.0,73.0,34.0,45.0,54,57,42,66,53,73,64,45,62,71,78,73,86,58,83,46,67,63,39,43,32,33,57,63,45,55,34,29,38,11,10,13,7,9,
9487,243908,D. Ballard,Right,66,CB,3,2,Medium/Medium,Lean (185+),51.0,30.0,49.0,50.0,66.0,69.0,31,25,66,61,31,43,28,30,58,58,48,54,44,63,48,44,64,55,77,26,70,65,36,49,37,57,66,67,66,13,7,7,8,7,
9488,243914,E. Bekiroglu,Right,66,"CM, CAM, CDM",2,3,Medium/Medium,Normal (185+),69.0,62.0,65.0,69.0,45.0,68.0,59,60,53,71,57,68,52,51,69,71,68,69,71,63,69,66,59,64,75,63,60,52,64,66,55,68,32,52,41,11,11,12,12,11,
9489,243929,H. Pernía,Right,66,"CB, RB",3,2,Medium/Medium,Normal (170-185),55.0,25.0,47.0,37.0,68.0,64.0,48,21,68,65,22,22,20,25,42,48,54,55,41,60,56,35,66,55,73,20,54,70,26,31,36,49,67,69,65,9,9,9,10,14,
9490,243953,A. Bernier,Right,66,"RM, LM, ST",3,3,High/Medium,Normal (170-),82.0,61.0,60.0,68.0,29.0,57.0,61,62,49,61,47,67,64,63,56,65,85,80,82,60,81,63,80,71,58,61,32,26,63,57,55,61,24,29,26,11,6,8,11,10,
9491,244040,P. Schmidt,Right,66,"ST, RM",3,2,High/Medium,Normal (185+),66.0,66.0,43.0,60.0,27.0,73.0,39,69,70,54,65,55,35,27,29,62,64,67,68,64,64,73,82,84,80,56,37,22,68,42,55,62,22,25,19,11,12,6,14,7,
9492,244050,W. Burger,Left,66,"CM, CDM",4,3,Medium/Medium,Lean (185+),75.0,55.0,63.0,66.0,60.0,73.0,50,50,62,71,36,67,64,38,67,70,76,74,62,64,46,65,70,71,75,59,70,62,60,64,49,66,60,60,57,10,5,10,6,10,
9493,244052,A. El Bouchataoui,Right,66,"CM, CDM",3,3,Medium/Medium,Normal (170-185),67.0,52.0,67.0,68.0,55.0,63.0,54,43,42,72,54,66,71,62,70,71,69,66,75,63,73,57,69,67,63,64,58,59,52,67,60,62,56,57,52,8,8,14,14,11,
9494,244158,A. Elogo,Right,66,"LM, CAM, CM",4,3,High/Medium,Stocky (170-185),88.0,61.0,59.0,67.0,32.0,65.0,59,56,45,64,54,67,55,45,55,62,89,87,83,58,78,71,74,77,67,61,45,20,61,58,63,56,40,27,32,13,7,10,13,6,
9495,244319,R. Stewart,Right,66,"ST, LM",3,2,High/Medium,Lean (185+),71.0,64.0,51.0,59.0,26.0,69.0,42,66,72,56,58,61,61,51,48,63,68,73,51,61,37,65,50,68,77,60,53,23,66,52,60,58,20,20,23,11,13,14,12,7,
9496,244340,R. Vodišek,Right,66,GK,3,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,11,7,11,19,6,12,12,10,18,12,48,46,44,62,35,46,62,16,62,5,17,11,6,35,17,50,8,14,13,68,62,61,63,69,47.0
9497,244364,Gabriel Brazão,Right,66,GK,4,1,Medium/Medium,Normal (185+),0.0,0.0,0.0,0.0,0.0,0.0,12,6,13,25,6,10,13,12,26,13,26,31,34,63,26,45,37,24,73,6,18,11,7,34,18,30,12,11,11,65,63,60,66,70,28.0
9498,244490,J. Stanić,Right,66,"RB, CB",3,2,Medium/High,Lean (170-185),61.0,27.0,54.0,55.0,66.0,71.0,58,23,59,61,25,51,26,27,52,59,60,61,57,62,62,31,62,76,73,30,64,65,37,52,35,58,66,70,65,7,7,12,9,7,
9499,244558,I. Domínguez,Right,66,LB,3,2,Medium/High,Lean (170-185),72.0,33.0,54.0,58.0,63.0,63.0,62,27,64,58,34,54,37,33,54,58,73,71,66,62,71,36,72,66,60,35,62,63,49,49,48,60,62,65,63,10,11,7,5,10,
9500,244565,E. Erhahon,Left,66,CM,3,2,Medium/High,Lean (170-185),73.0,58.0,62.0,66.0,63.0,65.0,55,56,54,67,45,63,56,51,65,66,73,73,70,64,81,64,60,81,57,62,68,64,61,64,49,63,62,65,62,8,8,13,12,7,
9501,244601,S. van Hooijdonk,Right,66,"ST, LW",4,2,High/Medium,Normal (185+),76.0,68.0,55.0,62.0,26.0,67.0,50,65,61,59,62,62,74,73,43,65,75,76,64,57,55,75,70,64,72,69,57,17,63,52,67,55,27,22,17,6,11,15,10,6,
9502,244736,S. Beusnard,Left,66,"RM, LM, CAM",4,3,High/Medium,Lean (170-),80.0,64.0,59.0,68.0,23.0,46.0,52,67,49,66,61,70,53,32,58,67,81,80,62,55,89,64,58,63,45,60,25,27,53,64,63,60,25,11,18,14,6,12,7,5,
9503,244786,T. Hájek,Left,66,CB,3,2,Medium/Medium,Normal (185+),50.0,27.0,48.0,38.0,67.0,66.0,29,23,68,67,28,29,32,40,62,42,47,52,37,67,51,42,73,59,75,22,50,65,20,30,32,61,67,68,69,11,13,9,8,10,
9504,244800,Kim Moon Hwan,Right,66,"RB, RM",3,3,High/High,Normal (170-185),85.0,54.0,61.0,67.0,58.0,60.0,65,52,41,65,43,65,63,32,61,66,88,82,83,63,77,57,56,73,53,57,64,55,63,55,45,62,62,62,59,8,8,8,7,9,
9505,244869,G. Compagnucci,Right,66,RM,3,3,Medium/Medium,Normal (170-185),75.0,58.0,61.0,64.0,34.0,57.0,68,56,58,63,52,64,50,41,53,67,78,72,59,59,69,70,53,69,62,51,32,28,57,66,58,58,26,37,40,6,9,7,5,12,
9506,244881,N. Tiknizyan,Left,66,"LM, LB",3,2,High/Medium,Normal (170-185),75.0,57.0,61.0,66.0,60.0,58.0,68,55,48,66,53,70,61,53,61,65,76,75,64,56,65,62,63,66,58,54,45,53,64,49,63,58,59,68,64,9,9,5,11,11,
9507,244912,T. Sugeno,Right,66,GK,2,1,Medium/Medium,Normal (170-185),0.0,0.0,0.0,0.0,0.0,0.0,14,5,12,18,5,14,11,12,22,10,37,30,59,59,68,43,75,25,51,9,16,10,8,34,15,24,11,14,14,68,64,57,67,67,34.0
9508,244940,E. Karic,Left,66,"LB, LM",3,2,High/Medium,Lean (170-185),76.0,43.0,57.0,60.0,60.0,74.0,61,39,58,63,32,59,47,45,48,62,73,79,63,61,59,54,41,84,78,42,62,59,48,56,38,59,58,62,61,11,10,8,11,11,
9509,244948,C. Benavídez,Right,66,"CDM, CM",3,2,Medium/High,Normal (170-185),65.0,44.0,57.0,62.0,69.0,64.0,49,38,65,68,36,60,45,43,55,66,68,62,56,64,61,64,68,54,64,38,74,68,39,54,53,68,67,72,68,14,9,14,12,13,
9510,245159,Juan Ibiza,Left,66,CB,3,2,Medium/High,Normal (185+),59.0,34.0,48.0,50.0,67.0,64.0,42,25,67,61,37,39,36,36,49,63,56,62,47,65,61,50,70,57,65,32,67,67,34,36,46,57,65,69,68,10,9,5,11,13,
9511,245226,Gonçalo Cardoso,Left,66,CB,3,2,Low/Medium,Normal (185+),54.0,29.0,38.0,48.0,65.0,73.0,25,24,66,55,28,44,30,31,36,52,54,54,46,62,45,41,71,61,79,28,72,61,29,28,40,62,62,69,66,10,7,14,14,7,
9512,245249,M. Insaurralde,Right,66,"CM, CDM",2,2,Medium/Medium,Normal (170-185),73.0,53.0,64.0,68.0,56.0,66.0,51,52,47,71,55,66,52,51,65,70,78,68,73,66,65,56,71,74,63,46,64,57,64,68,59,67,58,54,58,8,14,6,9,12,
9513,245277,K. Michael,Right,66,CM,3,3,High/Medium,Lean (170-185),75.0,64.0,68.0,70.0,52.0,58.0,66,62,62,70,65,72,68,68,65,67,74,75,75,64,78,67,75,71,53,62,48,48,68,70,64,60,55,49,49,6,8,7,14,10,
9514,245367,X. Simons,Right,66,CM,3,3,Medium/High,Normal (170-),68.0,57.0,66.0,70.0,57.0,60.0,60,57,39,69,49,70,71,61,65,69,70,66,73,63,84,59,56,61,55,55,72,61,67,68,58,70,56,64,52,9,11,5,8,10,
9515,245439,G. Ferrari,Right,66,"CB, RB",3,2,Medium/Medium,Normal (170-185),68.0,40.0,55.0,57.0,64.0,73.0,58,35,70,66,37,55,33,29,63,59,66,69,62,62,54,53,74,72,73,40,75,59,45,41,39,56,60,70,65,14,8,15,11,7,
9516,245461,F. Colidio,Right,66,"ST, CAM",3,3,High/Low,Lean (170-185),68.0,67.0,63.0,70.0,25.0,44.0,57,70,69,70,65,70,54,55,52,72,70,66,69,63,73,63,66,58,39,66,34,19,66,67,66,59,21,21,16,6,9,13,12,12,
9517,245573,A. Lomovitskiy,Right,66,"RM, LM",3,3,Medium/Medium,Lean (170-185),78.0,55.0,61.0,70.0,34.0,50.0,63,48,39,66,60,75,51,42,62,68,79,78,71,54,63,65,44,52,53,54,41,21,60,58,67,57,33,37,46,8,12,15,6,9,
9518,245632,Miguel Morro,Left,66,GK,2,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,10,10,14,30,6,11,11,12,28,13,28,25,31,65,26,47,45,29,58,11,27,10,5,42,13,37,11,11,12,65,67,63,62,67,27.0
9519,245722,G. Henriksson,Right,66,CB,2,2,Low/Medium,Normal (185+),64.0,39.0,56.0,50.0,65.0,68.0,58,32,67,67,44,43,34,28,64,57,64,64,45,62,61,46,77,53,75,50,68,66,34,39,37,63,63,65,63,11,12,8,11,10,
9520,245736,Ezequiel,Left,66,"CF, RM, LM",4,3,Medium/Medium,Normal (170-),92.0,60.0,57.0,72.0,34.0,55.0,58,61,42,60,56,72,44,41,53,68,91,92,85,63,85,65,43,67,56,55,42,26,63,60,50,61,43,30,23,10,14,6,11,8,
9521,245810,W. Ditta,Right,66,CB,3,2,Medium/Medium,Normal (170-185),56.0,24.0,46.0,53.0,62.0,78.0,25,22,66,62,27,46,24,22,60,60,53,58,49,62,60,32,79,69,83,20,74,65,25,40,31,68,57,65,61,14,6,7,15,8,
9522,245849,M. Ross,Right,66,CB,3,2,Medium/High,Normal (185+),68.0,26.0,48.0,54.0,66.0,73.0,44,22,66,60,21,50,26,20,58,59,67,69,57,56,56,40,74,72,76,20,66,64,28,36,36,58,66,67,64,8,13,10,7,12,
9523,245855,D. Chambost,Left,66,"CAM, CM, ST",2,3,High/Medium,Lean (170-185),64.0,64.0,66.0,66.0,52.0,65.0,63,64,55,69,59,65,58,53,66,67,69,59,68,60,67,67,60,71,67,64,56,55,61,67,59,68,47,57,42,11,11,8,11,10,
9524,246001,Y. Góez,Right,66,"CDM, CM",3,2,Medium/Medium,Normal (170-185),69.0,51.0,67.0,69.0,58.0,66.0,59,49,57,75,34,69,48,44,73,70,71,68,63,66,67,58,70,55,69,49,69,55,66,68,49,73,59,59,57,9,15,15,8,6,
9525,246048,A. Reyes,Right,66,CB,3,2,Medium/High,Normal (170-185),65.0,33.0,38.0,47.0,66.0,78.0,29,29,63,50,29,38,31,29,36,46,60,69,67,64,69,44,81,77,80,34,74,66,30,29,36,55,65,68,63,12,5,9,15,8,
9526,246053,J. Gelhardt,Left,66,"ST, CAM",3,3,High/Medium,Stocky (170-185),73.0,66.0,57.0,69.0,27.0,63.0,46,68,55,66,58,69,53,43,57,69,74,73,71,63,73,67,53,63,68,62,54,19,64,57,63,63,30,23,18,6,13,6,10,12,
9527,246056,E. Vega,Left,66,"CDM, CM",3,3,Medium/Medium,Normal (170-),66.0,51.0,63.0,62.0,64.0,68.0,58,43,55,67,30,63,65,70,62,59,68,65,61,65,84,66,69,73,66,55,66,65,50,61,65,54,67,63,61,11,14,9,6,6,
9528,246093,André Luís,Right,66,ST,3,3,Medium/Medium,Normal (170-185),67.0,67.0,48.0,65.0,24.0,70.0,36,69,72,54,69,65,57,35,41,62,68,67,76,64,70,68,78,71,68,62,74,17,65,54,66,59,21,16,21,10,11,11,6,12,
9529,246108,A. Díaz,Right,66,ST,3,2,High/Medium,Stocky (170-185),73.0,62.0,49.0,68.0,23.0,68.0,45,65,68,57,48,64,44,33,36,70,76,71,73,62,79,68,69,65,74,55,54,19,67,55,52,72,17,18,21,14,5,8,14,13,
9530,246126,C. Mola,Left,66,"LB, CDM",3,2,High/Low,Lean (170-185),68.0,40.0,63.0,65.0,62.0,61.0,67,38,51,67,33,64,51,47,70,66,71,66,70,62,70,42,60,59,64,40,58,66,58,53,43,46,58,68,59,8,14,12,10,7,
9531,246127,P. Will,Left,66,"CDM, CM",3,3,Medium/High,Normal (185+),63.0,49.0,67.0,62.0,62.0,75.0,67,41,63,71,38,63,67,62,68,64,61,64,63,56,62,65,66,76,75,55,75,60,41,58,48,54,60,65,61,10,10,11,10,7,
9532,246157,E. Pletinckx,Right,66,CB,3,2,Medium/Medium,Normal (185+),48.0,29.0,43.0,46.0,66.0,75.0,31,25,68,58,28,37,29,26,53,57,47,49,36,63,44,41,49,68,84,26,70,63,30,30,34,57,63,70,66,13,6,9,10,10,
9533,246203,S. Plaza,Right,66,ST,3,4,High/Medium,Lean (185+),73.0,65.0,53.0,65.0,26.0,70.0,55,67,66,57,60,64,60,29,49,65,70,75,70,66,67,69,70,66,75,56,60,17,64,50,63,60,26,18,25,7,12,7,11,10,
9534,246340,M. Mudryk,Right,66,LM,4,4,Medium/Low,Lean (170-185),81.0,48.0,58.0,73.0,32.0,60.0,60,50,39,63,37,75,41,41,54,72,81,81,80,60,61,51,52,58,68,44,42,28,53,59,47,63,31,32,38,10,12,14,6,7,
9535,246385,A. Nalić,Right,66,"CAM, RW, ST",3,3,Medium/Medium,Lean (185+),78.0,62.0,58.0,69.0,43.0,70.0,51,59,46,64,61,71,64,38,49,69,77,78,73,63,51,73,35,76,74,66,61,47,60,64,38,65,41,43,36,14,6,9,14,7,
9536,246390,S. Bjørshol,Right,66,RB,2,2,High/Medium,Lean (170-185),76.0,27.0,55.0,61.0,60.0,71.0,62,24,40,62,21,59,41,29,54,63,77,76,65,60,67,35,65,78,70,20,64,63,50,44,33,60,61,63,63,15,12,5,15,7,
9537,246416,L. Dajaku,Right,66,"RW, LW, CAM",4,3,Medium/Medium,Normal (170-185),77.0,64.0,54.0,69.0,22.0,56.0,49,66,61,61,53,70,50,60,46,68,78,77,78,65,72,62,64,68,56,65,39,14,64,53,58,53,20,16,21,14,8,5,13,14,
9538,246441,R. Matsumoto,Right,66,"RM, LM",2,2,High/Medium,Lean (170-185),83.0,54.0,62.0,64.0,57.0,65.0,65,55,44,63,47,62,65,47,57,63,81,85,74,62,71,59,62,76,63,48,57,59,60,64,49,54,58,58,57,10,10,14,8,10,
9539,246457,C. Ngonge,Left,66,RM,4,3,Medium/Medium,Lean (170-185),82.0,62.0,53.0,72.0,31.0,61.0,59,63,55,62,43,73,57,55,38,73,83,82,75,60,72,64,64,64,63,63,50,40,58,43,60,60,11,35,35,15,7,10,7,8,
9540,246550,G. Haag,Right,66,"CDM, CM, CB",3,2,Medium/High,Lean (185+),71.0,32.0,56.0,65.0,63.0,72.0,48,27,57,64,33,63,45,31,59,65,73,69,70,64,67,37,67,78,70,29,73,66,56,59,36,64,63,65,59,11,9,12,13,9,
9541,246613,J. Zwarts,Left,66,"ST, LW, RW",3,3,High/Medium,Normal (185+),82.0,65.0,51.0,64.0,23.0,71.0,60,67,55,54,53,65,45,32,39,66,78,85,68,60,60,70,70,66,76,58,63,20,64,50,60,51,18,22,17,8,12,8,7,6,
9542,246687,L. Paiva,Left,66,"RM, CM, LM",3,3,High/Medium,Lean (170-),67.0,67.0,63.0,66.0,45.0,45.0,67,66,52,63,61,68,51,70,63,63,69,65,71,71,54,69,43,64,32,68,54,36,61,62,67,56,42,52,42,13,6,8,5,14,
9543,246727,K. Yuruki,Right,66,LM,3,3,High/Medium,Lean (170-185),88.0,49.0,58.0,65.0,36.0,63.0,61,52,62,60,44,70,52,43,52,65,84,91,48,57,62,51,63,64,68,35,50,54,65,62,55,57,21,31,29,8,12,10,10,12,
9544,246750,S. Haudum,Right,66,"CDM, CM",3,2,Medium/Medium,Lean (185+),54.0,52.0,61.0,60.0,63.0,69.0,52,45,59,65,45,59,52,41,62,64,55,53,47,63,58,65,57,72,70,58,67,65,46,69,46,64,65,63,61,14,9,11,9,6,
9545,246827,M. Kamara,Right,66,"ST, RW, LW",4,3,High/Medium,Normal (170-185),78.0,63.0,52.0,69.0,29.0,67.0,53,66,64,59,46,72,55,35,38,68,79,77,76,58,64,69,66,62,73,57,57,21,65,55,57,51,26,28,21,8,14,14,10,10,
9546,246865,F. Quinteros,Left,66,LB,2,2,Medium/High,Lean (170-185),67.0,42.0,54.0,63.0,63.0,56.0,67,45,52,59,26,62,47,32,64,63,68,67,63,62,71,41,59,64,48,39,65,64,54,34,41,60,65,63,64,5,10,9,12,10,
9547,246951,M. Loría,Left,66,"RM, LM",4,3,High/High,Normal (170-185),79.0,63.0,61.0,68.0,41.0,58.0,60,62,43,62,54,68,60,71,58,66,77,80,77,54,71,67,38,60,63,66,50,44,65,60,56,66,40,41,31,13,10,6,8,13,
9548,247009,V. Dragsnes,Right,66,"LWB, CB",3,2,Medium/Medium,Normal (185+),75.0,50.0,58.0,57.0,59.0,69.0,62,51,54,61,45,56,47,40,55,58,74,75,62,59,50,52,54,85,73,45,45,59,60,58,49,55,59,62,59,11,11,7,14,6,
9549,247040,O. Lebedenko,Left,66,"LB, LWB",3,2,Medium/Medium,Lean (170-185),73.0,44.0,57.0,57.0,62.0,54.0,66,44,55,61,29,58,34,43,59,51,75,71,60,57,83,42,58,76,44,49,51,58,52,47,47,54,56,69,70,11,12,11,10,5,
9550,247091,A. Colorado,Right,66,CDM,3,2,Medium/Medium,Lean (170-185),70.0,43.0,56.0,63.0,62.0,73.0,44,38,53,69,38,59,34,40,58,67,71,69,71,63,69,55,75,80,70,42,71,64,49,53,43,56,63,63,64,15,11,13,7,6,
9551,247159,C. Sertel,Left,66,"LB, CB",2,2,Medium/Medium,Normal (185+),67.0,36.0,58.0,62.0,64.0,67.0,63,30,64,62,34,64,56,54,57,62,69,66,63,57,56,52,72,61,70,32,67,60,47,50,40,49,61,66,70,10,8,6,12,9,
9552,247278,A. Gutman,Left,66,"LB, LWB",2,2,High/Medium,Normal (170-185),78.0,44.0,56.0,58.0,63.0,70.0,58,41,57,63,35,61,53,26,57,59,79,77,46,54,57,55,70,70,71,40,66,60,55,49,36,53,59,69,67,14,8,11,13,12,
9553,247335,W. Isidor,Right,66,ST,3,3,Medium/Medium,Lean (185+),67.0,65.0,54.0,66.0,21.0,57.0,49,67,66,59,59,65,64,39,47,67,65,68,66,64,59,68,64,51,66,59,42,18,67,59,63,68,17,12,18,12,11,11,13,12,
9554,247378,Y. Machida,Right,66,CF,3,3,High/Medium,Lean (170-),90.0,58.0,63.0,67.0,40.0,47.0,54,63,58,67,48,63,69,53,60,65,93,87,90,63,91,52,90,85,30,53,29,56,68,67,51,58,48,23,19,7,7,10,11,13,
9555,247391,Andre Shinyashiki,Right,66,"LM, ST, CAM",3,2,High/High,Normal (170-185),77.0,62.0,56.0,70.0,39.0,62.0,54,64,54,60,44,73,48,36,50,67,76,77,78,60,70,64,70,73,62,60,48,30,64,60,60,62,45,35,31,13,9,9,11,15,
9556,247428,D. Ochoa,Right,66,GK,2,1,Medium/Medium,Lean (185+),0.0,0.0,0.0,0.0,0.0,0.0,7,5,11,21,4,6,8,8,20,10,28,25,33,59,38,48,59,38,68,6,20,9,7,38,14,31,8,9,10,66,66,64,64,69,27.0
9557,247467,G. Avila,Left,66,"CB, LB",3,2,Medium/Medium,Normal (170-185),69.0,28.0,39.0,48.0,67.0,70.0,30,21,66,52,28,38,30,34,36,54,65,72,53,59,63,41,72,69,71,26,66,65,31,31,43,62,67,68,65,14,11,10,9,6,
9558,247468,R. Ashurmatov,Right,66,CB,3,2,Medium/High,Lean (185+),71.0,43.0,54.0,60.0,65.0,75.0,44,28,66,64,39,57,51,48,62,62,69,72,73,55,57,64,83,71,82,60,58,64,48,45,32,58,62,67,64,8,6,14,13,5,
9559,247476,H. Dotson,Right,66,"CDM, CM, LB",3,2,Medium/Medium,Normal (170-185),65.0,60.0,58.0,64.0,65.0,67.0,55,58,52,67,36,65,30,38,64,65,65,65,62,65,62,69,73,75,66,70,58,65,58,52,36,61,66,68,64,14,6,7,9,7,
9560,247503,B. Sekulić,Right,66,"RB, RM",2,2,Medium/High,Normal (185+),66.0,32.0,58.0,61.0,64.0,69.0,62,29,60,64,26,60,49,30,57,63,68,65,57,64,66,29,72,67,72,31,63,63,59,55,46,62,62,67,64,12,13,9,7,12,
9561,247534,C. Zady Sery,Right,66,"LM, RM, CAM",3,3,Medium/Medium,Normal (170-185),86.0,55.0,61.0,68.0,21.0,52.0,61,55,54,65,49,72,53,55,57,63,91,82,78,50,79,56,47,61,54,55,38,18,61,61,59,55,19,15,19,9,8,13,10,8,
9562,247599,L. Leroy,Right,66,"CM, CAM, CDM",3,3,Medium/Medium,Normal (185+),63.0,55.0,65.0,68.0,57.0,69.0,59,51,56,70,41,69,59,58,68,70,61,64,62,61,60,68,62,74,73,56,55,57,59,65,52,65,55,58,57,9,10,12,9,11,
9563,247649,J. Branthwaite,Right,66,CB,5,2,Medium/High,Normal (185+),63.0,29.0,45.0,47.0,66.0,64.0,30,24,68,67,27,37,24,21,52,59,58,67,44,61,50,43,73,57,67,25,64,65,25,27,32,51,62,70,66,10,9,11,12,10,
