sofifa_id,overall,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,total_position_count,preferred_foot_Encoded,work_rate1_Encoded,work_rate2_Encoded,first_position_Encoded,body_type_Encoded,pred_labels,name
213954,64,3,1,0.0,0.0,0.0,0.0,0.0,0.0,11,17,14,27,16,20,17,15,22,19,30,41,31,57,51,49,60,25,68,14,33,13,13,49,23,54,24,16,19,67,59,65,67,64,1,1,2,2,5,5,8,A. Mitryushkin
213969,64,3,3,79.0,57.0,62.0,63.0,46.0,62.0,68,54,45,62,52,64,68,54,56,62,76,81,66,54,68,66,62,64,68,54,45,46,60,60,56,58,45,48,45,8,14,16,10,9,1,0,2,2,7,5,10,M. Pinnock
214308,64,4,3,64.0,59.0,66.0,70.0,49.0,66.0,61,58,41,72,32,71,62,61,64,69,68,61,81,57,72,70,71,72,71,59,47,61,56,62,53,57,52,41,49,13,15,6,8,7,2,1,0,2,4,1,10,A. Martínez
214641,64,2,2,73.0,52.0,60.0,63.0,56.0,55.0,65,43,52,58,39,62,65,77,59,61,74,73,70,59,78,63,71,69,56,55,30,54,57,55,80,61,55,59,61,10,7,7,10,15,2,0,0,2,9,1,10,S. Tanser
214840,64,3,2,53.0,42.0,55.0,56.0,62.0,75.0,37,44,59,70,31,53,37,67,65,60,61,46,64,55,51,47,75,66,84,35,64,62,36,42,58,58,62,62,63,8,6,8,9,11,1,1,2,2,1,4,1,A. Robles
215052,64,3,2,75.0,32.0,49.0,57.0,61.0,63.0,51,28,52,52,34,52,41,38,56,58,74,75,69,58,74,31,71,70,60,33,59,61,51,42,44,58,60,65,64,9,15,6,10,8,1,0,2,2,6,1,7,L. Kruspzky
215211,64,3,2,58.0,34.0,59.0,57.0,63.0,75.0,63,33,67,63,21,60,45,30,60,54,62,55,58,59,51,42,60,79,82,29,58,60,45,56,39,55,62,66,63,7,7,9,13,9,2,0,2,2,1,5,1,B. Cargill
215234,64,3,2,68.0,32.0,52.0,64.0,62.0,64.0,60,29,49,54,32,64,49,37,49,62,69,68,73,56,71,33,70,65,64,30,59,64,54,46,49,59,60,64,66,8,7,10,13,8,3,1,2,2,10,4,14,I. Quílez
215301,64,3,2,57.0,28.0,43.0,43.0,64.0,70.0,32,22,64,55,29,40,31,36,49,45,53,61,36,59,51,44,67,53,81,24,66,62,21,32,44,51,64,65,63,6,15,13,12,11,1,1,2,2,1,5,16,L. Jones
215302,64,3,2,55.0,54.0,66.0,65.0,62.0,65.0,65,39,48,67,64,62,66,67,66,67,64,48,69,60,83,73,64,63,65,68,66,63,57,64,52,62,68,61,58,10,9,8,14,12,3,1,2,2,4,4,11,F. Marquet
215401,64,3,3,65.0,62.0,63.0,62.0,59.0,79.0,63,58,57,66,48,60,60,63,60,62,64,65,68,65,68,73,72,84,82,65,65,63,61,62,53,65,49,64,63,15,13,11,11,12,2,1,2,0,4,5,11,M. Fedele
215419,64,3,2,76.0,29.0,52.0,61.0,59.0,71.0,60,24,43,56,23,60,31,30,48,59,77,76,75,59,69,34,55,75,73,28,67,60,53,52,38,50,61,61,61,11,7,10,8,11,2,1,0,2,10,1,7,C. Kerr
215593,64,3,3,66.0,60.0,63.0,67.0,50.0,53.0,53,55,49,66,47,65,65,60,65,67,67,66,71,66,79,68,74,70,39,69,59,52,60,68,49,67,50,50,45,9,8,8,12,16,3,1,0,2,4,1,10,D. Kort
215594,64,3,2,69.0,55.0,60.0,57.0,60.0,68.0,61,53,64,63,31,50,60,47,61,55,68,69,73,62,79,64,74,72,70,60,56,57,50,55,41,68,60,61,63,13,8,12,13,8,2,0,2,2,6,4,14,A. Vlad
215786,64,3,2,56.0,48.0,58.0,59.0,64.0,71.0,55,44,64,63,33,57,40,45,62,60,58,55,63,58,60,62,75,66,74,45,67,64,57,55,48,62,61,66,65,6,10,11,9,9,2,1,0,0,2,2,11,Y. Boé-Kane
216023,64,3,2,45.0,38.0,60.0,58.0,59.0,70.0,58,30,57,66,37,57,30,35,64,60,49,42,52,64,57,49,75,66,71,38,71,67,62,64,38,59,57,59,54,15,10,15,11,12,2,1,2,2,2,1,13,M. Lepe
216154,64,3,2,51.0,26.0,45.0,49.0,63.0,76.0,36,27,64,57,29,41,28,24,60,54,52,51,58,58,54,31,78,75,82,19,62,64,21,29,35,64,61,64,63,13,12,7,15,12,1,1,2,0,1,5,1,J. Elsey
216183,64,3,2,83.0,60.0,56.0,69.0,56.0,59.0,59,62,43,59,48,70,62,47,46,63,86,81,89,62,86,64,70,79,51,57,53,54,58,58,48,51,57,60,57,13,11,8,11,13,3,1,0,2,6,3,10,S. Handle
216251,64,3,3,67.0,64.0,52.0,64.0,24.0,59.0,59,66,63,56,59,65,45,39,37,64,66,68,66,64,62,69,75,63,65,54,33,19,64,53,63,62,21,18,19,9,13,11,12,7,1,1,2,2,14,4,18,S. Hendriks
216273,64,3,2,60.0,61.0,58.0,63.0,62.0,79.0,51,64,66,64,45,61,40,40,59,64,55,64,61,70,65,69,76,76,82,50,78,61,71,64,51,69,62,63,59,9,8,9,11,11,1,1,0,0,4,5,11,J. Kauko
216453,64,4,2,74.0,48.0,57.0,61.0,57.0,69.0,60,47,53,57,34,59,56,40,56,58,75,74,73,56,75,52,72,89,63,49,57,56,56,58,45,62,57,59,57,8,13,9,8,8,3,1,0,0,13,4,14,L. Shephard
216461,64,3,2,49.0,43.0,57.0,53.0,64.0,66.0,43,41,63,61,28,48,56,44,60,57,50,48,46,62,64,46,74,65,65,45,68,65,52,63,42,64,63,66,64,6,15,15,8,9,1,1,2,2,1,4,13,Óscar Gil
216508,64,3,3,73.0,56.0,58.0,68.0,40.0,57.0,62,58,48,63,47,70,55,40,49,69,72,74,65,58,65,59,54,52,63,52,49,42,58,56,49,54,36,39,38,7,8,8,8,15,1,0,2,2,8,2,9,F. Kath
216540,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,20,13,18,46,17,15,15,12,48,22,28,37,30,57,48,49,55,39,64,12,31,14,12,41,21,47,22,16,14,63,62,65,63,65,1,1,2,2,5,5,8,W. Eskelinen
216698,64,3,3,71.0,60.0,60.0,63.0,34.0,46.0,64,62,39,65,45,63,49,41,62,62,69,72,68,57,78,67,52,67,34,48,47,27,60,55,70,57,38,32,32,12,15,8,14,9,2,0,2,2,7,4,9,M. García
216709,64,3,2,35.0,37.0,35.0,45.0,68.0,67.0,30,38,66,35,17,40,18,28,50,43,34,35,45,50,64,50,79,54,76,25,59,69,34,37,47,68,66,69,66,11,12,12,11,10,1,1,2,2,1,2,15,A. Sušac
216836,64,4,3,66.0,57.0,68.0,63.0,55.0,61.0,64,51,53,70,43,59,70,66,69,66,71,62,73,58,71,71,65,66,64,54,47,55,65,70,65,64,57,54,49,9,14,13,10,14,3,1,2,2,0,4,10,Álvaro Peña
217140,64,3,3,78.0,57.0,55.0,64.0,43.0,66.0,54,58,51,58,51,64,44,43,59,62,76,80,75,59,61,57,67,91,64,56,37,39,59,55,60,65,43,43,41,10,7,6,12,9,1,1,2,0,11,1,9,A. Gilliead
217160,64,3,3,78.0,59.0,63.0,66.0,63.0,66.0,56,57,60,66,59,62,63,65,63,65,82,75,84,61,78,60,65,73,64,62,61,61,63,63,58,63,65,64,57,11,12,13,13,7,3,0,2,0,4,1,10,Peng Xinli
217332,64,2,2,67.0,40.0,46.0,52.0,62.0,80.0,40,33,60,54,29,47,38,30,43,54,65,69,58,58,53,57,70,74,90,43,64,61,42,44,41,64,62,64,62,9,12,16,12,11,1,0,1,0,1,8,1,M. Monthé
218467,64,3,3,79.0,49.0,62.0,58.0,53.0,62.0,59,52,57,69,48,56,38,40,63,55,78,79,75,64,44,42,68,70,70,42,30,57,60,65,64,59,56,49,48,12,12,10,9,9,3,0,2,2,7,1,3,R. Mendieta
218633,64,3,3,76.0,63.0,54.0,62.0,35.0,73.0,51,65,58,63,56,60,51,31,55,63,75,77,74,57,62,63,72,69,78,59,68,37,64,49,62,58,36,29,27,10,9,9,15,9,1,1,2,2,14,5,18,F. Piasecki
218863,64,3,2,69.0,62.0,59.0,60.0,37.0,77.0,61,61,70,61,58,61,45,31,58,64,64,73,52,60,44,67,59,77,84,62,64,24,65,64,59,65,39,37,26,12,6,10,16,15,2,1,2,2,11,5,6,M. Deville
219449,64,3,3,67.0,54.0,62.0,71.0,60.0,66.0,57,52,48,62,45,72,64,59,63,68,67,67,80,61,73,61,70,81,59,53,63,63,59,64,48,62,62,59,58,8,15,11,13,14,2,1,2,2,4,4,10,M. Pepić
219551,64,3,2,63.0,51.0,58.0,62.0,62.0,75.0,51,45,62,63,41,61,40,42,61,64,64,63,63,61,65,62,67,75,79,54,65,62,60,61,44,58,60,63,62,12,12,10,14,12,2,1,2,2,1,2,11,C. Shaughnessy
219845,64,4,2,73.0,56.0,63.0,65.0,43.0,57.0,56,57,46,70,49,64,60,55,62,66,72,73,70,58,77,58,58,57,60,55,48,38,60,61,43,62,44,44,48,10,7,16,9,9,2,1,0,1,0,4,9,G. Pereira
220127,64,2,2,65.0,66.0,38.0,63.0,21.0,73.0,34,64,67,40,70,62,38,30,33,66,64,65,59,63,59,73,77,72,72,65,77,11,62,46,65,67,15,20,16,10,14,11,11,13,1,1,0,1,14,5,6,João Silva
220143,64,4,3,54.0,58.0,62.0,67.0,53.0,54.0,55,58,52,65,56,66,62,47,66,66,54,54,72,66,73,62,57,52,59,55,44,52,62,65,52,65,55,53,49,8,9,11,14,14,3,1,2,2,0,4,10,S. Štefánik
220385,64,3,2,40.0,43.0,48.0,47.0,63.0,72.0,33,45,64,60,25,36,37,29,53,56,48,33,58,61,59,52,70,70,74,35,71,63,43,47,41,50,61,64,63,12,12,6,13,9,1,1,1,2,1,5,15,Iván Márquez
220422,64,4,3,83.0,59.0,55.0,64.0,44.0,55.0,55,62,47,60,63,63,35,33,56,63,85,81,80,60,69,60,75,69,43,53,62,48,61,55,51,55,34,49,47,12,7,14,13,12,2,1,2,2,11,1,9,M. Hamzi
220532,64,1,1,0.0,0.0,0.0,0.0,0.0,0.0,17,15,19,26,12,15,18,18,21,20,47,49,39,62,51,43,59,21,58,20,20,19,17,18,26,44,5,14,19,64,63,57,61,65,1,1,2,2,5,5,8,N. Contini
220558,64,3,3,53.0,53.0,64.0,65.0,58.0,63.0,60,50,40,68,43,64,58,63,64,68,57,50,67,64,66,63,76,72,61,52,51,60,56,63,59,58,62,61,54,16,12,10,10,11,2,0,0,2,2,1,11,J. Von Haacke
220579,64,3,3,66.0,52.0,63.0,66.0,57.0,70.0,58,50,58,67,53,64,60,59,61,66,63,68,78,64,75,55,55,85,66,50,66,60,61,64,54,60,53,59,57,13,6,13,9,14,2,1,2,0,2,1,10,Y. Kaabouni
220605,64,3,4,74.0,58.0,61.0,63.0,40.0,51.0,58,60,51,64,51,62,62,60,56,63,75,74,70,63,70,55,47,60,50,55,42,32,62,60,61,60,55,31,30,9,10,12,12,13,2,1,2,1,7,1,9,J. Rodríguez
220742,64,3,2,54.0,43.0,62.0,64.0,64.0,57.0,60,33,55,67,41,65,53,35,58,64,45,62,56,66,71,51,65,55,61,52,49,59,63,66,49,55,65,68,64,14,13,16,14,10,3,1,2,2,10,1,3,Z. Kvržić
220894,64,3,3,76.0,61.0,61.0,66.0,36.0,62.0,58,62,46,63,59,65,58,61,59,64,77,75,73,58,76,61,73,70,57,58,63,36,62,62,63,63,35,38,27,11,13,10,7,11,2,1,0,2,0,4,9,G. Thomas
220964,64,3,2,70.0,59.0,62.0,68.0,59.0,63.0,62,58,56,66,60,66,60,46,63,66,75,65,83,63,72,62,60,78,58,63,55,61,59,60,48,59,58,59,56,12,15,9,13,14,2,1,2,2,4,4,10,M. Konradsen
221141,64,3,2,78.0,62.0,51.0,59.0,44.0,78.0,53,63,66,57,57,60,38,35,39,59,76,80,65,56,42,70,69,75,80,52,78,37,58,55,60,51,42,44,40,14,8,13,9,13,1,0,2,0,14,5,6,A. Bakayoko
221270,64,2,2,70.0,51.0,62.0,66.0,61.0,56.0,61,53,53,67,41,63,49,53,63,64,71,69,78,63,79,56,70,73,46,45,58,65,61,59,45,63,60,62,59,15,14,11,12,10,2,1,1,2,2,4,10,G. Lefebvre
221477,64,4,3,75.0,56.0,58.0,63.0,42.0,73.0,57,56,61,58,51,64,54,58,55,59,77,73,72,64,59,59,62,80,73,50,69,51,62,61,61,57,24,46,44,11,9,7,11,8,3,1,2,2,7,5,10,Song Seung Min
221498,64,5,2,72.0,56.0,60.0,61.0,58.0,67.0,62,47,54,62,45,61,49,47,64,63,72,72,59,62,65,71,67,63,69,65,67,59,58,55,45,46,58,60,58,7,10,7,10,12,2,0,2,2,6,7,10,H. Al Mansour
221651,64,4,3,73.0,57.0,60.0,64.0,39.0,60.0,63,58,41,58,52,62,65,52,60,64,75,72,75,59,68,56,61,66,65,59,42,33,61,62,49,66,33,46,41,15,7,12,14,14,2,0,0,1,11,1,9,Ahn Yong Woo
221656,64,3,2,73.0,37.0,52.0,58.0,59.0,70.0,57,31,54,60,30,57,33,39,52,59,70,75,66,60,55,44,80,74,67,39,70,60,57,42,42,54,60,60,60,9,16,7,14,7,3,1,2,0,10,1,14,E. Miller
221789,64,4,2,80.0,31.0,55.0,60.0,64.0,70.0,63,24,59,54,29,56,37,31,61,59,82,79,76,61,71,34,65,66,76,37,62,65,60,57,38,56,62,68,62,10,15,6,9,15,2,1,2,2,1,4,14,Gwon Wan Gyu
221850,64,3,2,47.0,43.0,61.0,58.0,64.0,71.0,55,58,74,65,35,58,41,22,64,57,54,42,58,60,56,32,74,70,78,22,53,63,49,70,35,65,64,65,54,7,11,15,11,13,1,1,2,2,1,2,13,Li Songyi
221859,64,3,2,81.0,58.0,56.0,63.0,57.0,67.0,64,57,51,58,56,62,53,50,52,61,80,82,76,58,66,59,48,68,71,58,59,58,64,52,55,65,57,58,55,11,14,14,12,8,1,0,0,2,6,4,10,Lee Ju Yong
221864,64,2,2,62.0,54.0,41.0,55.0,64.0,67.0,26,61,72,48,43,51,48,34,46,60,61,62,61,57,53,66,77,63,70,31,61,61,59,40,47,57,64,62,64,10,9,11,15,13,2,1,2,2,1,2,1,Chen Hao
221961,64,3,2,77.0,38.0,57.0,62.0,56.0,51.0,65,45,48,63,29,59,26,27,54,60,78,76,86,58,83,28,83,73,39,29,46,54,61,57,37,45,55,59,62,15,6,9,9,9,3,0,2,2,6,3,7,A. Torralvo
221976,64,3,2,47.0,50.0,56.0,60.0,62.0,72.0,53,41,62,68,43,62,51,36,63,61,52,43,44,59,69,66,50,77,79,61,52,55,38,41,47,63,60,68,66,11,9,14,9,14,3,1,2,2,2,4,11,Jiang Zhe
221989,64,2,2,66.0,38.0,52.0,56.0,60.0,80.0,53,36,63,61,26,52,27,30,57,57,65,67,61,59,71,41,87,84,78,38,79,61,46,43,40,60,57,62,59,7,10,10,15,10,2,0,2,0,6,4,1,F. Aliti
222052,64,3,3,71.0,43.0,59.0,66.0,56.0,62.0,68,39,55,62,25,68,32,31,60,62,72,71,73,65,70,52,60,67,57,45,69,61,64,57,32,57,51,58,60,13,6,14,15,16,1,0,2,2,6,1,14,Lee Myung Jae
222197,64,4,2,76.0,50.0,56.0,64.0,59.0,70.0,58,46,54,57,43,60,58,37,51,64,76,76,82,54,83,60,57,83,63,48,72,61,58,58,45,63,62,56,57,14,15,13,14,11,1,0,0,2,6,3,14,Bai Jiajun
222221,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,18,14,15,22,19,14,16,17,16,13,35,37,40,61,35,45,54,35,37,17,19,22,20,29,23,21,11,11,18,64,59,60,65,67,1,1,2,2,5,5,2,A. Buzbuchi
222229,64,3,1,0.0,0.0,0.0,0.0,0.0,0.0,11,20,11,22,12,11,14,13,29,23,55,49,64,58,52,44,58,26,68,18,17,21,13,16,23,35,17,17,17,64,64,59,64,65,1,0,2,2,5,5,8,Yang Hyung Mo
222236,64,3,2,68.0,56.0,59.0,60.0,62.0,72.0,60,57,63,62,52,60,46,41,56,59,66,69,72,59,52,52,70,71,74,59,68,61,61,62,40,50,63,61,59,7,14,11,7,14,1,0,0,2,6,4,14,Yang Xiaotian
222256,64,3,3,70.0,60.0,66.0,69.0,52.0,61.0,66,63,41,67,51,68,62,57,66,69,69,71,75,62,77,60,61,60,64,58,56,55,63,66,51,70,49,55,61,11,10,13,7,8,2,1,2,2,4,4,10,T. Bishop
222337,64,3,2,64.0,26.0,51.0,54.0,63.0,69.0,48,19,70,58,26,48,28,25,53,57,63,64,64,57,47,37,63,65,74,25,65,61,42,54,36,67,65,62,60,14,11,14,16,9,1,1,1,0,1,2,1,Jo Sung Jin
222379,64,3,2,60.0,52.0,59.0,60.0,62.0,75.0,49,41,72,64,41,59,59,57,60,62,63,57,64,59,54,72,76,70,76,58,77,60,61,62,58,54,61,63,59,10,14,10,6,7,3,1,0,2,2,4,11,F. Arce
222380,64,2,2,70.0,44.0,58.0,55.0,62.0,59.0,63,32,59,65,43,55,47,41,55,58,69,71,62,55,34,62,62,61,60,48,53,57,56,49,57,45,63,67,59,8,15,11,13,9,1,1,0,2,10,1,14,J. Meza
222405,64,3,2,75.0,53.0,60.0,65.0,64.0,79.0,56,49,55,64,45,60,56,47,61,63,75,75,83,64,88,60,90,92,66,54,92,66,58,61,52,64,64,65,66,16,11,15,8,10,2,1,2,0,4,1,19,L. Kinsella
222435,64,2,2,62.0,38.0,52.0,55.0,63.0,73.0,34,30,62,62,45,49,35,36,59,59,63,61,58,63,70,44,74,74,75,44,64,65,57,53,45,55,65,62,59,13,15,15,8,10,2,1,2,2,1,7,1,Zhao Yuhao
222466,64,3,2,60.0,38.0,53.0,59.0,63.0,71.0,59,31,61,60,31,55,49,48,65,63,59,60,57,65,64,56,75,77,70,40,64,66,22,29,34,59,63,62,64,7,9,6,11,6,2,0,2,2,1,1,1,José Carlos
222477,64,3,3,67.0,56.0,61.0,67.0,59.0,67.0,50,48,53,66,40,64,45,61,66,68,68,66,75,56,87,72,68,71,62,63,72,58,58,64,43,63,60,62,57,9,7,10,12,12,2,1,2,0,2,1,10,L. Reed
222574,64,4,2,59.0,54.0,64.0,66.0,54.0,62.0,54,55,45,70,46,64,53,50,68,65,50,67,74,57,75,55,53,73,60,55,57,62,54,68,54,66,55,51,52,7,16,7,6,8,1,1,2,2,4,4,10,T. Nishi
222639,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,16,16,24,30,12,15,27,26,32,25,49,47,43,58,44,45,63,30,56,12,33,23,16,34,20,35,22,15,21,64,61,60,62,66,1,1,2,2,5,5,8,R. Ramírez
222829,64,5,1,0.0,0.0,0.0,0.0,0.0,0.0,15,16,18,26,13,14,13,18,24,21,42,43,38,59,38,42,51,29,57,15,22,16,12,30,24,24,14,17,16,65,61,56,63,68,1,1,2,2,5,5,2,S. Brodersen
222848,64,3,3,82.0,62.0,51.0,65.0,33.0,69.0,48,63,59,55,57,64,46,43,44,63,81,83,74,57,72,63,79,82,66,59,60,28,64,56,62,59,30,32,27,8,14,15,12,15,1,1,2,0,14,7,18,A. Samuel
223004,64,4,3,68.0,62.0,62.0,67.0,57.0,64.0,54,62,46,66,61,63,66,53,65,65,67,68,88,61,84,61,69,77,56,67,67,63,56,64,51,62,55,59,59,5,4,14,4,9,1,1,0,2,4,1,10,J. Nolan
223044,64,2,2,48.0,40.0,41.0,47.0,66.0,66.0,31,33,71,49,37,47,34,43,41,50,53,43,34,66,38,46,34,64,68,47,71,68,39,36,53,48,58,70,64,13,10,13,8,8,1,0,1,2,1,5,15,G. Cansev
223073,64,2,2,78.0,64.0,53.0,64.0,23.0,65.0,50,65,59,57,56,63,53,41,49,64,80,77,70,63,71,66,77,85,62,62,46,15,64,53,61,58,20,22,16,8,10,7,7,12,1,1,0,0,14,4,18,J. Muldoon
223080,64,3,3,80.0,46.0,56.0,62.0,57.0,64.0,58,47,51,53,42,59,51,48,53,57,80,80,81,60,82,50,51,84,64,38,43,57,59,63,47,61,58,57,56,12,10,12,9,7,2,0,0,0,6,1,14,H. Dunk
223095,64,3,4,69.0,61.0,56.0,73.0,31.0,45.0,52,63,43,63,67,72,65,48,39,71,80,60,90,60,90,68,68,65,31,51,51,24,62,60,56,58,28,35,30,15,10,10,7,11,2,1,0,2,0,0,9,F. Palacios Martínez
223151,64,3,4,85.0,62.0,58.0,67.0,42.0,58.0,54,63,58,63,64,67,57,45,58,67,85,85,78,52,65,63,62,56,63,59,46,23,62,58,52,63,43,45,48,10,9,9,10,7,3,1,2,2,14,4,9,D. Oberlin
223186,64,3,2,60.0,58.0,62.0,63.0,62.0,62.0,55,56,45,68,53,62,59,49,64,63,59,60,61,61,85,66,70,76,58,57,52,63,58,60,51,62,63,67,62,13,14,10,13,9,1,1,2,2,4,1,10,J. Thomasen
223265,64,3,2,34.0,28.0,35.0,41.0,64.0,69.0,28,23,67,42,24,34,24,30,33,50,34,34,37,53,42,41,76,34,81,24,80,59,25,34,37,52,64,66,65,12,13,13,7,13,1,1,1,2,1,5,15,M. Devlin
223306,64,2,2,58.0,45.0,51.0,55.0,62.0,75.0,48,40,67,57,41,53,40,54,61,59,53,62,52,59,54,57,76,69,81,48,67,61,43,39,36,54,60,62,63,8,6,16,8,14,1,0,0,2,1,2,13,J. Jach
223369,64,2,2,69.0,38.0,50.0,60.0,59.0,68.0,51,40,50,59,30,54,31,28,55,59,72,67,75,63,83,41,90,89,59,35,57,60,32,39,39,55,59,61,60,11,7,12,7,7,1,1,2,0,10,4,14,M. Ballmert
223381,64,3,2,60.0,49.0,55.0,59.0,62.0,72.0,59,43,64,58,38,55,51,56,59,58,58,61,71,59,74,65,90,75,75,50,58,62,46,42,58,59,63,62,61,16,9,11,12,14,1,0,2,0,1,5,14,M. Demetriou
223501,64,3,3,73.0,55.0,58.0,61.0,59.0,69.0,62,54,56,59,47,62,53,41,58,61,72,74,66,58,53,61,68,74,70,53,61,58,59,56,55,60,59,60,59,10,10,11,14,13,2,0,0,1,6,4,14,A. Spörle
223506,64,3,2,67.0,53.0,58.0,61.0,63.0,65.0,47,48,71,69,44,59,46,48,64,65,66,67,59,59,56,63,75,60,67,55,66,63,52,52,54,59,61,63,64,8,11,15,6,16,3,1,2,2,2,5,11,T. Pierrot
223599,64,3,3,64.0,58.0,60.0,68.0,54.0,64.0,52,57,59,64,40,66,44,56,62,65,66,63,77,65,85,59,73,76,67,62,40,53,60,65,66,63,52,56,48,8,12,12,14,10,2,1,2,2,0,4,10,C. Cooke
223670,64,2,2,75.0,62.0,53.0,62.0,36.0,70.0,54,64,66,56,56,61,58,48,44,62,74,76,72,55,72,68,70,66,80,54,52,30,64,55,58,54,30,36,36,8,6,9,9,13,1,0,2,2,14,5,18,M. Egho
223731,64,3,2,84.0,62.0,52.0,64.0,35.0,70.0,37,64,59,63,60,62,58,31,51,62,85,84,83,57,69,63,83,66,68,59,75,19,59,54,66,51,31,39,45,13,10,13,8,11,1,1,2,0,14,4,18,B. Śpiączka
223810,64,3,2,67.0,56.0,60.0,62.0,60.0,66.0,55,57,55,63,48,61,43,46,64,63,68,67,68,62,65,55,60,85,65,57,47,62,61,65,55,57,59,61,59,13,13,15,10,12,2,1,2,2,2,4,10,G. Maris
223868,64,4,1,0.0,0.0,0.0,0.0,0.0,0.0,21,20,22,25,11,11,20,10,24,23,33,41,32,55,41,49,64,24,44,17,19,16,11,33,23,34,14,22,18,64,62,65,66,63,1,1,2,2,5,4,2,T. Schützenauer
223933,64,2,2,77.0,62.0,48.0,59.0,27.0,71.0,35,63,68,56,61,61,47,38,44,62,73,80,44,59,48,67,50,69,79,56,59,20,60,53,65,55,23,25,19,6,7,8,16,14,1,1,2,2,14,2,6,G. Nilsson
223969,64,3,3,67.0,56.0,62.0,65.0,53.0,65.0,58,54,39,65,41,61,56,42,65,64,68,67,75,65,83,57,56,79,66,62,45,54,58,64,60,61,53,58,49,10,9,12,11,15,2,1,2,2,4,4,10,J. Jones
224130,64,3,1,0.0,0.0,0.0,0.0,0.0,0.0,14,18,21,36,13,13,12,15,32,21,40,45,36,60,62,45,58,32,52,12,25,22,12,21,25,39,24,20,12,65,63,60,62,65,1,1,2,2,5,5,8,J. Vickers
224297,64,3,2,80.0,36.0,55.0,62.0,59.0,67.0,60,34,53,57,33,59,54,44,50,60,81,79,77,57,69,36,68,68,69,34,58,59,59,54,33,59,59,60,59,10,7,9,7,11,1,0,2,2,6,4,14,A. Gersbach
224418,64,3,2,59.0,62.0,62.0,64.0,58.0,75.0,56,60,58,68,62,62,51,57,66,67,70,50,64,57,68,71,62,80,75,62,70,55,57,59,45,60,60,59,55,7,11,12,8,7,3,1,2,2,4,2,11,S. Friðjónsson
224447,64,3,2,73.0,46.0,56.0,60.0,58.0,71.0,60,42,57,58,42,58,51,44,57,60,74,73,72,58,61,56,83,84,63,44,74,57,56,51,46,56,56,61,59,13,7,13,15,12,1,1,0,2,10,4,14,G. Jones
224515,64,4,2,88.0,51.0,57.0,62.0,56.0,64.0,55,52,52,62,52,61,50,37,51,62,89,87,72,59,59,54,66,73,65,43,49,57,59,63,50,54,55,59,55,12,10,7,15,12,3,1,0,2,10,4,14,J. Simonsen
224518,64,3,3,66.0,58.0,63.0,69.0,38.0,60.0,68,59,49,65,42,67,68,38,63,71,73,60,76,59,76,56,60,66,60,62,50,33,59,58,47,57,37,37,38,14,15,12,6,10,1,0,2,2,0,4,9,T. Ciğerci
224543,64,2,1,0.0,0.0,0.0,0.0,0.0,0.0,17,10,13,27,15,13,12,12,25,20,41,44,31,62,50,47,36,42,69,16,20,26,14,29,25,38,15,14,17,65,63,62,63,64,1,1,2,2,5,5,8,M. Stryjek
224669,64,3,3,68.0,59.0,66.0,66.0,53.0,65.0,65,60,47,69,49,66,62,64,65,65,72,64,68,60,73,60,58,70,65,62,61,52,60,66,45,57,57,55,46,11,7,10,9,13,2,0,0,2,4,1,10,Yin Hongbo
224777,64,4,2,66.0,36.0,52.0,61.0,61.0,56.0,60,33,56,58,29,59,49,29,39,63,66,66,60,59,72,41,55,68,50,35,58,62,48,48,36,58,61,61,61,15,11,8,8,12,2,1,2,2,6,1,7,R. Latouchent
224793,64,3,3,82.0,44.0,53.0,64.0,58.0,64.0,58,45,48,57,38,64,55,40,46,63,81,83,74,58,75,45,73,75,58,42,63,59,52,50,40,49,56,61,58,16,15,14,9,7,1,1,2,2,10,1,14,B. Wembangomo
224798,64,4,4,81.0,64.0,57.0,67.0,39.0,45.0,55,60,38,57,65,66,66,60,53,63,83,79,86,58,79,71,81,69,34,65,34,48,58,59,63,62,50,24,35,13,10,12,9,10,1,1,0,1,7,1,9,R. Gall
224870,64,3,2,68.0,65.0,48.0,63.0,24.0,67.0,38,66,61,56,60,61,41,44,37,62,69,68,72,61,73,68,60,74,71,62,51,20,65,53,60,60,18,21,18,14,11,12,6,15,1,0,0,2,14,4,18,D. Johnson
225019,64,2,2,66.0,61.0,51.0,66.0,29.0,65.0,41,65,62,59,55,70,52,43,50,64,67,66,68,60,54,59,71,67,68,54,53,32,69,50,64,65,38,11,17,16,15,16,8,10,1,1,2,2,14,4,18,R. Cisneros
